"","group","Description","pvalue","ratio"
"GO:00067218","C12","terpenoid metabolic process",0.198578334367866,"2/80"
"GO:00424458","C12","hormone metabolic process",0.198578334367866,"2/80"
"GO:00063254","C12","chromatin organization",0.204732435731821,"2/80"
"GO:00464864","C12","glycerolipid metabolic process",0.204732435731821,"2/80"
"GO:00068572","C12","oligopeptide transport",0.211379520390046,"1/80"
"GO:00068901","C12","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",0.211379520390046,"1/80"
"GO:00098354","C12","fruit ripening",0.211379520390046,"1/80"
"GO:0016109","C12","tetraterpenoid biosynthetic process",0.211379520390046,"1/80"
"GO:0016117","C12","carotenoid biosynthetic process",0.211379520390046,"1/80"
"GO:00159805","C12","energy derivation by oxidation of organic compounds",0.217103209048073,"2/80"
"GO:001714410","C12","drug metabolic process",0.217460734992385,"7/80"
"GO:00096901","C12","cytokinin metabolic process",0.224664346325779,"1/80"
"GO:00097532","C12","response to jasmonic acid",0.224664346325779,"1/80"
"GO:00098142","C12","defense response, incompatible interaction",0.224664346325779,"1/80"
"GO:0016108","C12","tetraterpenoid metabolic process",0.224664346325779,"1/80"
"GO:0016116","C12","carotenoid metabolic process",0.224664346325779,"1/80"
"GO:0030245","C12","cellulose catabolic process",0.224664346325779,"1/80"
"GO:00347541","C12","cellular hormone metabolic process",0.224664346325779,"1/80"
"GO:0051275","C12","beta-glucan catabolic process",0.224664346325779,"1/80"
"GO:003250211","C12","developmental process",0.225807722939664,"5/80"
"GO:00060062","C12","glucose metabolic process",0.237728131560391,"1/80"
"GO:0006414","C12","translational elongation",0.237728131560391,"1/80"
"GO:0009251","C12","glucan catabolic process",0.237728131560391,"1/80"
"GO:00421802","C12","cellular ketone metabolic process",0.237728131560391,"1/80"
"GO:0044247","C12","cellular polysaccharide catabolic process",0.237728131560391,"1/80"
"GO:00193186","C12","hexose metabolic process",0.242029675157329,"2/80"
"GO:00059767","C12","polysaccharide metabolic process",0.247626792980659,"4/80"
"GO:00517046","C12","multi-organism process",0.249246468309741,"3/80"
"GO:00442424","C12","cellular lipid catabolic process",0.250574508108773,"1/80"
"GO:0046677","C12","response to antibiotic",0.250574508108773,"1/80"
"GO:00064863","C12","protein glycosylation",0.254550538182938,"2/80"
"GO:00091013","C12","glycoprotein biosynthetic process",0.254550538182938,"2/80"
"GO:00434133","C12","macromolecule glycosylation",0.254550538182938,"2/80"
"GO:00217004","C12","developmental maturation",0.26320704905932,"1/80"
"GO:00302442","C12","cellulose biosynthetic process",0.26320704905932,"1/80"
"GO:0044275","C12","cellular carbohydrate catabolic process",0.26320704905932,"1/80"
"GO:00457862","C12","negative regulation of cell cycle",0.26320704905932,"1/80"
"GO:00716954","C12","anatomical structure maturation",0.26320704905932,"1/80"
"GO:00091004","C12","glycoprotein metabolic process",0.267088372419978,"2/80"
"GO:00108179","C12","regulation of hormone levels",0.267088372419978,"2/80"
"GO:00322683","C12","regulation of cellular protein metabolic process",0.267088372419978,"2/80"
"GO:00511734","C12","positive regulation of nitrogen compound metabolic process",0.272050068643797,"3/80"
"GO:00059966","C12","monosaccharide metabolic process",0.273358980883112,"2/80"
"GO:00512742","C12","beta-glucan biosynthetic process",0.275629269517751,"1/80"
"GO:00066446","C12","phospholipid metabolic process",0.279628344648691,"2/80"
"GO:00106044","C12","positive regulation of macromolecule metabolic process",0.285849577405717,"3/80"
"GO:00313255","C12","positive regulation of cellular metabolic process",0.285849577405717,"3/80"
"GO:00700853","C12","glycosylation",0.285894756952571,"2/80"
"GO:00096113","C12","response to wounding",0.287844627536001,"1/80"
"GO:0014070","C12","response to organic cyclic compound",0.287844627536001,"1/80"
"GO:004873111","C12","system development",0.290464206661142,"3/80"
"GO:00512463","C12","regulation of protein metabolic process",0.292156567292714,"2/80"
"GO:00098935","C12","positive regulation of metabolic process",0.299711058490809,"3/80"
"GO:00302583","C12","lipid modification",0.299856525026434,"1/80"
"GO:00485225","C12","positive regulation of cellular process",0.308976400906544,"3/80"
"GO:0006400","C12","tRNA modification",0.311668308661584,"1/80"
"GO:00069553","C12","immune response",0.311668308661584,"1/80"
"GO:00163112","C12","dephosphorylation",0.311668308661584,"1/80"
"GO:00313472","C12","regulation of defense response",0.311668308661584,"1/80"
"GO:0042493","C12","response to drug",0.311668308661584,"1/80"
"GO:00450873","C12","innate immune response",0.311668308661584,"1/80"
"GO:00511869","C12","cofactor metabolic process",0.313144574431306,"5/80"
"GO:000716511","C12","signal transduction",0.329878619756985,"6/80"
"GO:19011365","C12","carbohydrate derivative catabolic process",0.334704650156141,"1/80"
"GO:002305211","C12","signaling",0.335939861270658,"6/80"
"GO:00023763","C12","immune system process",0.345935633061292,"1/80"
"GO:00060042","C12","fucose metabolic process",0.345935633061292,"1/80"
"GO:00096173","C12","response to bacterium",0.345935633061292,"1/80"
"GO:00427423","C12","defense response to bacterium",0.345935633061292,"1/80"
"GO:004222111","C12","response to chemical",0.350177477588303,"5/80"
"GO:00067208","C12","isoprenoid metabolic process",0.354196027119619,"2/80"
"GO:00464742","C12","glycerophospholipid biosynthetic process",0.356979353904495,"1/80"
"GO:00160513","C12","carbohydrate biosynthetic process",0.366409606131646,"2/80"
"GO:00464882","C12","phosphatidylinositol metabolic process",0.367838896164922,"1/80"
"GO:00488272","C12","phyllome development",0.367838896164922,"1/80"
"GO:000000310","C12","reproduction",0.373885048699176,"3/80"
"GO:002241410","C12","reproductive process",0.373885048699176,"3/80"
"GO:00086435","C12","carbohydrate transport",0.399342539067783,"1/80"
"GO:00092502","C12","glucan biosynthetic process",0.399342539067783,"1/80"
"GO:00801343","C12","regulation of response to stress",0.399342539067783,"1/80"
"GO:00512764","C12","chromosome organization",0.408429765154183,"2/80"
"GO:00101547","C12","fruit development",0.409495211130868,"1/80"
"GO:00450172","C12","glycerolipid biosynthetic process",0.409495211130868,"1/80"
"GO:00650036","C12","protein-containing complex assembly",0.415123642116441,"3/80"
"GO:000715411","C12","cell communication",0.436960134996776,"6/80"
"GO:00097918","C12","post-embryonic development",0.437631435977812,"2/80"
"GO:00424467","C12","hormone biosynthetic process",0.4389473762004,"1/80"
"GO:0008033","C12","tRNA processing",0.448438644947274,"1/80"
"GO:00336922","C12","cellular polysaccharide biosynthetic process",0.448438644947274,"1/80"
"GO:000727511","C12","multicellular organism development",0.455521864347228,"3/80"
"GO:00065754","C12","cellular modified amino acid metabolic process",0.45777132438979,"1/80"
"GO:00160547","C12","organic acid catabolic process",0.45777132438979,"1/80"
"GO:00463957","C12","carboxylic acid catabolic process",0.45777132438979,"1/80"
"GO:00454548","C12","cell redox homeostasis",0.466056755804644,"2/80"
"GO:00481931","C12","Golgi vesicle transport",0.466948031402445,"1/80"
"GO:00440858","C12","cellular component biogenesis",0.468321135407439,"5/80"
"GO:00439337","C12","protein-containing complex subunit organization",0.481831516791869,"3/80"
"GO:00425452","C12","cell wall modification",0.484843783140246,"1/80"
"GO:00086543","C12","phospholipid biosynthetic process",0.493567851164967,"1/80"
"GO:00461485","C12","pigment biosynthetic process",0.493567851164967,"1/80"
"GO:00094511","C12","RNA modification",0.502145994698061,"1/80"
"GO:00068693","C12","lipid transport",0.51058062418221,"1/80"
"GO:00161145","C12","terpenoid biosynthetic process",0.51058062418221,"1/80"
"GO:00994024","C12","plant organ development",0.518874110745528,"1/80"
"GO:00067333","C12","oxidoreduction coenzyme metabolic process",0.527028786834587,"1/80"
"GO:004425510","C12","cellular lipid metabolic process",0.527421399383673,"4/80"
"GO:00108763","C12","lipid localization",0.535046946837391,"1/80"
"GO:00424406","C12","pigment metabolic process",0.542930847696444,"1/80"
"GO:00459441","C12","positive regulation of transcription by RNA polymerase II",0.550682709512065,"1/80"
"GO:004885611","C12","anatomical structure development",0.556981423425076,"3/80"
"GO:00002712","C12","polysaccharide biosynthetic process",0.56579901575629,"1/80"
"GO:00093085","C12","amine metabolic process",0.56579901575629,"1/80"
"GO:00160426","C12","lipid catabolic process",0.56579901575629,"1/80"
"GO:00551149","C12","oxidation-reduction process",0.570872107622369,"2/80"
"GO:00442827","C12","small molecule catabolic process",0.573167721471075,"1/80"
"GO:00226076","C12","cellular component assembly",0.584451651851613,"3/80"
"GO:00159795","C12","photosynthesis",0.585281197829953,"2/80"
"GO:00346373","C12","cellular carbohydrate biosynthetic process",0.587536631518503,"1/80"
"GO:005171611","C12","cellular response to stimulus",0.587583282440497,"7/80"
"GO:003250111","C12","multicellular organismal process",0.592104877870029,"3/80"
"GO:006500810","C12","regulation of biological quality",0.602568313964343,"4/80"
"GO:00060917","C12","generation of precursor metabolites and energy",0.603944017992738,"2/80"
"GO:00300015","C12","metal ion transport",0.614856536740022,"1/80"
"GO:00197258","C12","cellular homeostasis",0.617528299468148,"2/80"
"GO:00517263","C12","regulation of cell cycle",0.621402420967938,"1/80"
"GO:00346226","C12","cellular protein-containing complex assembly",0.626388045220979,"2/80"
"GO:190157510","C12","organic substance catabolic process",0.639522302678831,"6/80"
"GO:00082995","C12","isoprenoid biosynthetic process",0.652519537566922,"1/80"
"GO:00327879","C12","monocarboxylic acid metabolic process",0.660264536803745,"2/80"
"GO:00086109","C12","lipid biosynthetic process",0.670274346674278,"3/80"
"GO:00063991","C12","tRNA metabolic process",0.675582958750349,"1/80"
"GO:00485835","C12","regulation of response to stimulus",0.675582958750349,"1/80"
"GO:00224025","C12","cell cycle process",0.686541042130106,"1/80"
"GO:00091083","C12","coenzyme biosynthetic process",0.69713345793951,"1/80"
"GO:00063574","C12","regulation of transcription by RNA polymerase II",0.712362712933619,"1/80"
"GO:00011017","C12","response to acid chemical",0.717269105889976,"1/80"
"GO:00002725","C12","polysaccharide catabolic process",0.722092836222414,"1/80"
"GO:00425929","C12","homeostatic process",0.724164706836923,"2/80"
"GO:00344702","C12","ncRNA processing",0.731497787857983,"1/80"
"GO:00064574","C12","protein folding",0.745018902933661,"1/80"
"GO:00070175","C12","microtubule-based process",0.745018902933661,"1/80"
"GO:00062598","C12","DNA metabolic process",0.756876596293945,"2/80"
"GO:19011376","C12","carbohydrate derivative biosynthetic process",0.763009300505726,"2/80"
"GO:00063664","C12","transcription by RNA polymerase II",0.789086591073565,"1/80"
"GO:00068125","C12","cation transport",0.792698122048333,"1/80"
"GO:00070495","C12","cell cycle",0.792698122048333,"1/80"
"GO:190113511","C12","carbohydrate derivative metabolic process",0.797601034513591,"3/80"
"GO:00160526","C12","carbohydrate catabolic process",0.813119723650755,"1/80"
"GO:00511885","C12","cofactor biosynthetic process",0.813119723650755,"1/80"
"GO:00067324","C12","coenzyme metabolic process",0.825616863698079,"1/80"
"GO:19017008","C12","response to oxygen-containing compound",0.834444669927214,"1/80"
"GO:00346603","C12","ncRNA metabolic process",0.845531971598313,"1/80"
"GO:00063965","C12","RNA processing",0.850632508660024,"2/80"
"GO:00196378","C12","organophosphate metabolic process",0.886505816918632,"2/80"
"GO:00161925","C12","vesicle-mediated transport",0.908331731047883,"1/80"
"GO:00904076","C12","organophosphate biosynthetic process",0.909917687258127,"1/80"
"GO:00335548","C12","cellular response to stress",0.911476541902157,"1/80"
"GO:00068118","C12","ion transport",0.915995032066349,"1/80"
"GO:00434129","C12","macromolecule modification",0.922401832116636,"3/80"
"GO:00717029","C12","organic substance transport",0.922401832116636,"3/80"
"GO:00090578","C12","macromolecule catabolic process",0.922499040871865,"2/80"
"GO:00069967","C12","organelle organization",0.94282904451699,"2/80"
"GO:004428310","C12","small molecule biosynthetic process",0.948412348398353,"2/80"
"GO:00550858","C12","transmembrane transport",0.948569799694227,"1/80"
"GO:001975211","C12","carboxylic acid metabolic process",0.956890784530217,"3/80"
"GO:00064649","C12","cellular protein modification process",0.959308794953922,"2/80"
"GO:00362119","C12","protein modification process",0.959308794953922,"2/80"
"GO:004343611","C12","oxoacid metabolic process",0.959690980323648,"3/80"
"GO:000679610","C12","phosphate-containing compound metabolic process",0.96167147111406,"2/80"
"GO:000608211","C12","organic acid metabolic process",0.962322463623808,"3/80"
"GO:000679310","C12","phosphorus metabolic process",0.963903965823519,"2/80"
"GO:19015658","C12","organonitrogen compound catabolic process",0.968048113762097,"1/80"
"GO:00064125","C12","translation",0.972926327459674,"2/80"
"GO:00430435","C12","peptide biosynthetic process",0.973336128812713,"2/80"
"GO:00065186","C12","peptide metabolic process",0.980391454140678,"2/80"
"GO:00158336","C12","peptide transport",0.980897799461643,"1/80"
"GO:00428866","C12","amide transport",0.980897799461643,"1/80"
"GO:00436047","C12","amide biosynthetic process",0.982133429352627,"2/80"
"GO:00717056","C12","nitrogen compound transport",0.986628995005846,"1/80"
"GO:00436038","C12","cellular amide metabolic process",0.990629631964091,"2/80"
"GO:00330367","C12","macromolecule localization",0.992051287053958,"1/80"
"GO:001714411","C13","drug metabolic process",2.12654760997966e-06,"23/128"
"GO:19016174","C13","organic hydroxy compound biosynthetic process",3.8135866626681e-06,"9/128"
"GO:00065443","C13","glycine metabolic process",1.40365692730411e-05,"5/128"
