"","group","Description","pvalue","ratio"
"GO:00300361","C10","actin cytoskeleton organization",0.518920573124879,"1/127"
"GO:00488271","C10","phyllome development",0.518920573124879,"1/127"
"GO:00550801","C10","cation homeostasis",0.518920573124879,"1/127"
"GO:00434129","C10","macromolecule modification",0.519069591240934,"9/127"
"GO:00103935","C10","galacturonan metabolic process",0.521523837127011,"2/127"
"GO:00442705","C10","cellular nitrogen compound catabolic process",0.521523837127011,"2/127"
"GO:00454885","C10","pectin metabolic process",0.521523837127011,"2/127"
"GO:00335548","C10","cellular response to stress",0.522640796174466,"4/127"
"GO:00094082","C10","response to heat",0.531821140526303,"1/127"
"GO:00987711","C10","inorganic ion homeostasis",0.531821140526303,"1/127"
"GO:00325019","C10","multicellular organismal process",0.53336786570344,"5/127"
"GO:00725253","C10","pyridine-containing compound biosynthetic process",0.544378419333728,"1/127"
"GO:00161254","C10","sterol metabolic process",0.556601473990386,"1/127"
"GO:00458923","C10","negative regulation of transcription, DNA-templated",0.556601473990386,"1/127"
"GO:00550823","C10","cellular chemical homeostasis",0.556601473990386,"1/127"
"GO:19026793","C10","negative regulation of RNA biosynthetic process",0.556601473990386,"1/127"
"GO:19035073","C10","negative regulation of nucleic acid-templated transcription",0.556601473990386,"1/127"
"GO:00091085","C10","coenzyme biosynthetic process",0.561848787435166,"2/127"
"GO:00512533","C10","negative regulation of RNA metabolic process",0.568499131459902,"1/127"
"GO:00725272","C10","pyrimidine-containing compound metabolic process",0.568499131459902,"1/127"
"GO:19026002","C10","proton transmembrane transport",0.568499131459902,"1/127"
"GO:00066316","C10","fatty acid metabolic process",0.569620156198533,"2/127"
"GO:00342208","C10","ion transmembrane transport",0.569620156198533,"2/127"
"GO:00425927","C10","homeostatic process",0.572177304831355,"4/127"
"GO:00464345","C10","organophosphate catabolic process",0.580079987399165,"1/127"
"GO:00508011","C10","ion homeostasis",0.580079987399165,"1/127"
"GO:00194396","C10","aromatic compound catabolic process",0.584865679860375,"2/127"
"GO:00066945","C10","steroid biosynthetic process",0.591352412172005,"1/127"
"GO:00459343","C10","negative regulation of nucleobase-containing compound metabolic process",0.591352412172005,"1/127"
"GO:00011018","C10","response to acid chemical",0.592339347130413,"2/127"
"GO:00156722","C10","monovalent inorganic cation transport",0.602324556707767,"1/127"
"GO:00424467","C10","hormone biosynthetic process",0.602324556707767,"1/127"
"GO:00974351","C10","supramolecular fiber organization",0.602324556707767,"1/127"
"GO:19013616","C10","organic cyclic compound catabolic process",0.606987884619179,"2/127"
"GO:19016156","C10","organic hydroxy compound metabolic process",0.606987884619179,"2/127"
"GO:00105583","C10","negative regulation of macromolecule biosynthetic process",0.613004358208743,"1/127"
"GO:20001133","C10","negative regulation of cellular macromolecule biosynthetic process",0.613004358208743,"1/127"
"GO:19016057","C10","alpha-amino acid metabolic process",0.615114003389752,"3/127"
"GO:00160544","C10","organic acid catabolic process",0.623399545710327,"1/127"
"GO:00463954","C10","carboxylic acid catabolic process",0.623399545710327,"1/127"
"GO:00485193","C10","negative regulation of biological process",0.626576392417823,"3/127"
"GO:00442489","C10","cellular catabolic process",0.626672877523814,"10/127"
"GO:00092663","C10","response to temperature stimulus",0.633517645497673,"1/127"
"GO:00098903","C10","negative regulation of biosynthetic process",0.633517645497673,"1/127"
"GO:00164581","C10","gene silencing",0.633517645497673,"1/127"
"GO:00313273","C10","negative regulation of cellular biosynthetic process",0.633517645497673,"1/127"
"GO:00481931","C10","Golgi vesicle transport",0.633517645497673,"1/127"
"GO:00712296","C10","cellular response to acid chemical",0.633517645497673,"1/127"
"GO:00511723","C10","negative regulation of nitrogen compound metabolic process",0.652951704843775,"1/127"
"GO:00086542","C10","phospholipid biosynthetic process",0.662281750035316,"1/127"
"GO:00425463","C10","cell wall biogenesis",0.662281750035316,"1/127"
"GO:00322595","C10","methylation",0.668000461850047,"2/127"
"GO:00165672","C10","protein ubiquitination",0.671362888664475,"1/127"
"GO:00313243","C10","negative regulation of cellular metabolic process",0.671362888664475,"1/127"
"GO:00442723","C10","sulfur compound biosynthetic process",0.671362888664475,"1/127"
"GO:00725243","C10","pyridine-containing compound metabolic process",0.680201709744443,"1/127"
"GO:00488569","C10","anatomical structure development",0.680301770599949,"4/127"
"GO:00986622","C10","inorganic cation transmembrane transport",0.688804629223887,"1/127"
"GO:00507933","C10","regulation of developmental process",0.697177894496889,"1/127"
"GO:00986554","C10","cation transmembrane transport",0.705327588796294,"1/127"
"GO:00082026","C10","steroid metabolic process",0.713259635473461,"1/127"
"GO:00986602","C10","inorganic ion transmembrane transport",0.713259635473461,"1/127"
"GO:00904076","C10","organophosphate biosynthetic process",0.72827301334879,"3/127"
"GO:00324462","C10","protein modification by small protein conjugation",0.728493704865515,"1/127"
"GO:00723307","C10","monocarboxylic acid biosynthetic process",0.732016138351257,"2/127"
"GO:00093086","C10","amine metabolic process",0.735806811860654,"1/127"
"GO:00424457","C10","hormone metabolic process",0.735806811860654,"1/127"
"GO:00097337","C10","response to auxin",0.737287739308659,"2/127"
"GO:00511886","C10","cofactor biosynthetic process",0.742471557923179,"2/127"
"GO:00442824","C10","small molecule catabolic process",0.742924447603907,"1/127"
"GO:00096056","C10","response to external stimulus",0.762347026738,"2/127"
"GO:00072758","C10","multicellular organism development",0.762445782589219,"3/127"
"GO:00488784","C10","chemical homeostasis",0.763155692369089,"1/127"
"GO:00325029","C10","developmental process",0.768090437615949,"4/127"
"GO:19017017","C10","cellular response to oxygen-containing compound",0.775757309362447,"1/127"
"GO:19017009","C10","response to oxygen-containing compound",0.776376877193996,"2/127"
"GO:00100354","C10","response to inorganic substance",0.78180633691363,"1/127"
"GO:00069509","C10","response to stress",0.785753860476888,"10/127"
"GO:00432075","C10","response to external biotic stimulus",0.78769344020914,"1/127"
"GO:00517075","C10","response to other organism",0.78769344020914,"1/127"
"GO:00985425","C10","defense response to other organism",0.78769344020914,"1/127"
"GO:00086108","C10","lipid biosynthetic process",0.798179195699215,"4/127"
"GO:00108177","C10","regulation of hormone levels",0.804425650816999,"1/127"
"GO:00487317","C10","system development",0.806348167360254,"2/127"
"GO:00097199","C10","response to endogenous stimulus",0.807152612106788,"3/127"
"GO:00097259","C10","response to hormone",0.807152612106788,"3/127"
"GO:00066443","C10","phospholipid metabolic process",0.814846722405033,"1/127"
"GO:00082996","C10","isoprenoid biosynthetic process",0.814846722405033,"1/127"
"GO:00483673","C10","shoot system development",0.819848736073308,"1/127"
"GO:00196377","C10","organophosphate metabolic process",0.838715563923737,"4/127"
"GO:00100339","C10","response to organic substance",0.847449830426087,"3/127"
"GO:00706472","C10","protein modification by small protein conjugation or removal",0.851301435105626,"1/127"
"GO:00066299","C10","lipid metabolic process",0.854299332179434,"7/127"
"GO:00442558","C10","cellular lipid metabolic process",0.858696128957861,"4/127"
"GO:00094167","C10","response to light stimulus",0.859241409774125,"1/127"
"GO:00442839","C10","small molecule biosynthetic process",0.860057432099608,"5/127"
"GO:00096076","C10","response to biotic stimulus",0.863052183800705,"1/127"
"GO:00067207","C10","isoprenoid metabolic process",0.866760578823585,"1/127"
"GO:00093147","C10","response to radiation",0.866760578823585,"1/127"
"GO:19016075","C10","alpha-amino acid biosynthetic process",0.866760578823585,"1/127"
"GO:00067537","C10","nucleoside phosphate metabolic process",0.87053960356971,"2/127"
"GO:00091177","C10","nucleotide metabolic process",0.87053960356971,"2/127"
"GO:00422219","C10","response to chemical",0.874431414983282,"4/127"
"GO:00327877","C10","monocarboxylic acid metabolic process",0.876027527000287,"2/127"
"GO:00106293","C10","negative regulation of gene expression",0.877298423150492,"1/127"
"GO:00096288","C10","response to abiotic stimulus",0.886370507191744,"2/127"
"GO:00106053","C10","negative regulation of macromolecule metabolic process",0.887008878399486,"1/127"
"GO:00161924","C10","vesicle-mediated transport",0.891239483062544,"2/127"
"GO:00065208","C10","cellular amino acid metabolic process",0.895267280645949,"3/127"
"GO:00517169","C10","cellular response to stimulus",0.895874227008142,"8/127"
"GO:00098923","C10","negative regulation of metabolic process",0.895956432668539,"1/127"
"GO:00091505","C10","purine ribonucleotide metabolic process",0.898779837166636,"1/127"
"GO:00061635","C10","purine nucleotide metabolic process",0.90152721068231,"1/127"
"GO:00068119","C10","ion transport",0.902583502401147,"2/127"
"GO:00160538","C10","organic acid biosynthetic process",0.908552816765444,"3/127"
"GO:00463948","C10","carboxylic acid biosynthetic process",0.908552816765444,"3/127"
"GO:00091656","C10","nucleotide biosynthetic process",0.914192864156437,"1/127"
"GO:00092596","C10","ribonucleotide metabolic process",0.914192864156437,"1/127"
"GO:00442655","C10","cellular macromolecule catabolic process",0.914748507781076,"2/127"
"GO:19012936","C10","nucleoside phosphate biosynthetic process",0.916524879190063,"1/127"
"GO:00068125","C10","cation transport",0.918794001694956,"1/127"
"GO:00086525","C10","cellular amino acid biosynthetic process",0.923150256663061,"1/127"
"GO:00725216","C10","purine-containing compound metabolic process",0.927274564289312,"1/127"
"GO:00196936","C10","ribose phosphate metabolic process",0.93487572326436,"1/127"
"GO:19011376","C10","carbohydrate derivative biosynthetic process",0.934951411986553,"2/127"
"GO:00550859","C10","transmembrane transport",0.948258368182921,"2/127"
"GO:00551146","C10","oxidation-reduction process",0.954539067211927,"1/127"
"GO:00069528","C10","defense response",0.961739857080632,"2/127"
"GO:00192198","C10","regulation of nucleobase-containing compound metabolic process",0.964958287903828,"7/127"
"GO:00105568","C10","regulation of macromolecule biosynthetic process",0.967766902009384,"7/127"
"GO:20001128","C10","regulation of cellular macromolecule biosynthetic process",0.967766902009384,"7/127"
"GO:00098898","C10","regulation of biosynthetic process",0.970371505964389,"7/127"
"GO:00313268","C10","regulation of cellular biosynthetic process",0.970371505964389,"7/127"
"GO:19015658","C10","organonitrogen compound catabolic process",0.972496054853487,"2/127"
"GO:00708878","C10","cellular response to chemical stimulus",0.973165855458674,"1/127"
"GO:00068863","C10","intracellular protein transport",0.975314005867196,"1/127"
"GO:00197529","C10","carboxylic acid metabolic process",0.976029022965691,"5/127"
"GO:00434369","C10","oxoacid metabolic process",0.978201783914785,"5/127"
"GO:00063558","C10","regulation of transcription, DNA-templated",0.978728908955008,"6/127"
"GO:19035068","C10","regulation of nucleic acid-templated transcription",0.978728908955008,"6/127"
"GO:20011418","C10","regulation of RNA biosynthetic process",0.978728908955008,"6/127"
"GO:00060829","C10","organic acid metabolic process",0.980191400741167,"5/127"
"GO:00512528","C10","regulation of RNA metabolic process",0.981285499796883,"6/127"
"GO:00071659","C10","signal transduction",0.982779294168894,"3/127"
"GO:00346133","C10","cellular protein localization",0.983287998253893,"1/127"
"GO:00230529","C10","signaling",0.983522769195196,"3/127"
"GO:00707273","C10","cellular macromolecule localization",0.983747994834248,"1/127"
"GO:00469073","C10","intracellular transport",0.987003130495642,"1/127"
"GO:00516493","C10","establishment of localization in cell",0.989315265892099,"1/127"
"GO:00071549","C10","cell communication",0.992155835008618,"3/127"
"GO:00516413","C10","cellular localization",0.9940741813747,"1/127"
"GO:00150315","C10","protein transport",0.997311343528959,"1/127"
"GO:00451845","C10","establishment of protein localization",0.997666424343367,"1/127"
"GO:00081045","C10","protein localization",0.99819230765023,"1/127"
"GO:00158336","C10","peptide transport",0.99819230765023,"1/127"
"GO:00428866","C10","amide transport",0.99819230765023,"1/127"
"GO:00436035","C10","cellular amide metabolic process",0.998420700031732,"3/127"
"GO:00717057","C10","nitrogen compound transport",0.998976978764926,"1/127"
"GO:00330366","C10","macromolecule localization",0.999553926345903,"1/127"
"GO:00717028","C10","organic substance transport",0.999900671850391,"1/127"
"GO:00194397","C11","aromatic compound catabolic process",0.0403265448251747,"2/21"
"GO:19013617","C11","organic cyclic compound catabolic process",0.0433897362988886,"2/21"
"GO:00096982","C11","phenylpropanoid metabolic process",0.0558933986293189,"1/21"
"GO:00068571","C11","oligopeptide transport",0.0600673436037998,"1/21"
"GO:00069799","C11","response to oxidative stress",0.0634785552854473,"2/21"
"GO:00097671","C11","photosynthetic electron transport chain",0.0642237103724503,"1/21"
"GO:00158337","C11","peptide transport",0.0762504330198018,"3/21"
"GO:00428867","C11","amide transport",0.0762504330198018,"3/21"
"GO:00060963","C11","glycolytic process",0.0765880435351379,"1/21"
"GO:00061653","C11","nucleoside diphosphate phosphorylation",0.0765880435351379,"1/21"
"GO:00067573","C11","ATP generation from ADP",0.0765880435351379,"1/21"
"GO:00091323","C11","nucleoside diphosphate metabolic process",0.0765880435351379,"1/21"
"GO:00091353","C11","purine nucleoside diphosphate metabolic process",0.0765880435351379,"1/21"
"GO:00091793","C11","purine ribonucleoside diphosphate metabolic process",0.0765880435351379,"1/21"
"GO:00091853","C11","ribonucleoside diphosphate metabolic process",0.0765880435351379,"1/21"
"GO:00197483","C11","secondary metabolic process",0.0765880435351379,"1/21"
"GO:00428663","C11","pyruvate biosynthetic process",0.0765880435351379,"1/21"
"GO:00460313","C11","ADP metabolic process",0.0765880435351379,"1/21"
